Source,Chr,Position,Target,Chr,Position,Conditioning.Marker,Chr,Position,Effect,SE,|Effect|/SE,P_empirical,p.adjusted
Dnajc11_B,4,151.957914,Os9_B,10,127.10771,NA,NA,NA,-1.94119548046188,1.37135620890759,1.41552972732607,0.073670814479638,0.182089121800166
Copz2_B,11,96.855536,Derl3_B,10,75.89467,NA,NA,NA,-0.668269212491715,0.472126891351062,1.4154440781362,0.073670814479638,0.182089121800166
Nop56_B,2,130.276872,Rhd_B,4,134.880354,NA,NA,NA,-3.46994033057999,2.45396763171093,1.41401226558181,0.0740950226244343,0.182757468881129
Fkbp11_B,15,98.726286,Ormdl3_B,11,98.584312,NA,NA,NA,-1.2846072792353,0.90861068361089,1.41381485206642,0.0740950226244343,0.182757468881129
Mctp2_B,7,72.192214,Copz2_B,11,96.855536,NA,NA,NA,-2.33909688803327,1.65491270983509,1.41342614273979,0.0740950226244343,0.182757468881129
Rrm2_B,12,24.711194,Ankrd37_B,8,45.998384,NA,NA,NA,-0.456432359506648,0.322931389052153,1.41340351226413,0.0740950226244343,0.182757468881129
Peg10_B,6,4.753912,Ugt8a_B,3,125.901954,NA,NA,NA,-1.34831784743345,0.954024283725949,1.41329510205713,0.0740950226244343,0.182757468881129
Srpr_B,9,35.224074,Tspan13_B,12,36.028528,NA,NA,NA,-0.678325130551527,0.48041530170894,1.41195571443828,0.0743778280542986,0.183264809093873
Nop56_B,2,130.276872,Scin_B,12,40.096998,NA,NA,NA,-1.19499260491459,0.846484568446555,1.41171221479868,0.0745192307692307,0.18351808489438
Irx2_B,13,72.631508,Ins1_B,19,52.26489,NA,NA,NA,-2.33501217322433,1.65448359636839,1.41132385860441,0.0745192307692307,0.18351808489438
Dapl1_B,2,59.494836,Rrm2_B,12,24.711194,NA,NA,NA,-1.60806609555541,1.14010984199427,1.41044839393948,0.0746606334841629,0.183723526249146
Klf11_B,12,24.657072,Fkbp2_B,19,6.979101,NA,NA,NA,-1.15713476284806,0.820530653565359,1.41022734229379,0.0746606334841629,0.183723526249146
Rrm2_B,12,24.711194,Kcnk3_B,5,30.60672,NA,NA,NA,-3.40408166718511,2.41542727535725,1.40930828343057,0.074802036199095,0.184023849924585
Dapl1_B,2,59.494836,Derl3_B,10,75.89467,NA,NA,NA,-0.541293666343746,0.384582270022708,1.40748471402955,0.0749434389140271,0.184052734534525
Hbp1_B,12,31.938394,Sgce_B,6,4.710777,NA,NA,NA,2.67365347212123,1.89973239157973,1.40738426315821,0,0
Exosc8_B,3,54.732036,Lztr1_B,16,17.51751,NA,NA,NA,-1.93181032330709,1.37271899913747,1.40728752535728,0.0750848416289592,0.184052734534525
Wdr4_B,17,31.507148,Klhl24_B,16,20.112649,NA,NA,NA,-1.37445696997501,0.976927229648165,1.40691847689619,0.0750848416289592,0.184052734534525
1110054M08Rik_B,16,24.3926,Tcp11l2_B,10,84.595492,NA,NA,NA,-1.4693608440466,1.04444720789762,1.40683112840552,0.0750848416289592,0.184052734534525
Gart_B,16,91.634069,Dapl1_B,2,59.494836,NA,NA,NA,-3.03675525850169,2.15872346380359,1.40673657808446,0.0750848416289592,0.184052734534525
Dapl1_B,2,59.494836,Coq9_B,8,94.846608,NA,NA,NA,-1.28767220792848,0.915835233053157,1.40600859352802,0.0750848416289592,0.184052734534525
Nup205_B,6,35.21251,Sep15_B,3,144.583992,NA,NA,NA,-4.59112997721514,3.26614718213603,1.40567149034986,0.0750848416289592,0.184052734534525
Klhl24_B,16,20.112649,Klf15_B,6,90.468907,NA,NA,NA,-1.07956199946198,0.768060413408358,1.40556912010515,0.0750848416289592,0.184052734534525
Ubald2_B,11,116.436586,Kcnk3_B,5,30.60672,NA,NA,NA,-4.9480449749239,3.5210516806132,1.40527473713825,0.0750848416289592,0.184052734534525
Fuom_B,7,140.099606,Ormdl3_B,11,98.584312,NA,NA,NA,-0.744708797446949,0.530070007999071,1.40492536119541,0.0750848416289592,0.184052734534525
Gm12481_B,4,43.664178,Smpdl3a_B,10,57.803082,NA,NA,NA,-1.30127997447225,0.926329403050756,1.40477023636154,0.0750848416289592,0.184052734534525
Wdr4_B,17,31.507148,Copz2_B,11,96.855536,NA,NA,NA,-2.24377387075704,1.59817423621708,1.40396073213401,0.0753676470588235,0.184555603539716
Serpini1_B,3,75.600521,Rab3d_B,9,21.912842,NA,NA,NA,-1.84191136512161,1.31200488943916,1.40389062567363,0.0753676470588235,0.184555603539716
Klhl24_B,16,20.112649,Gpr108_B,17,57.241278,NA,NA,NA,-2.02580487268972,1.44303247759919,1.40385258414981,0.0753676470588235,0.184555603539716
Klhl13_B,20,23.292176,Smpdl3a_B,10,57.803082,NA,NA,NA,-3.22818139851124,2.29983083007215,1.40366037201526,0.0753676470588235,0.184555603539716
Ins1_B,19,52.26489,Med19_B,2,84.683308,NA,NA,NA,-5.50337618845056,3.92843951678484,1.4009064324235,0.0756504524886877,0.184772148344673
Nucb2_B,7,116.522462,Slc17a9_B,2,180.733772,NA,NA,NA,-1.82732906192237,1.30440388377111,1.400892073887,0.0756504524886877,0.184772148344673
Mlst8_B,17,24.476314,Dgcr8_B,16,18.271598,NA,NA,NA,-0.774235203174687,0.552829477551879,1.40049551374009,0.0756504524886877,0.184772148344673
Kcnk3_B,5,30.60672,Gm16487_B,11,113.469996,NA,NA,NA,-0.95816663192107,0.684314725926851,1.40018414863615,0.0756504524886877,0.184772148344673
Smad9_B,3,54.77842,Fam46d_B,20,107.83275,NA,NA,NA,-0.909524870581348,0.649598606087864,1.40013365493325,0.0756504524886877,0.184772148344673
Gcg_B,2,62.47909,E2f1_B,2,154.56465,NA,NA,NA,-3.10625149494895,2.21877983788475,1.39998184673891,0.0756504524886877,0.184772148344673
Slc46a3_B,5,147.886626,Med19_B,2,84.683308,NA,NA,NA,-5.68547770079675,4.06362117865218,1.39911607180926,0.0756504524886877,0.184772148344673
Galnt13_B,2,54.777313,Klf15_B,6,90.468907,NA,NA,NA,-2.16102367171013,1.54498670780399,1.39873285692002,0.0756504524886877,0.184772148344673
2610035D17Rik_B,11,113.122866,Igsf21_B,4,140.136815,NA,NA,NA,-1.12926415892604,0.807365358158477,1.39870276512951,0.0756504524886877,0.184772148344673
Klf15_B,6,90.468907,Gm16487_B,11,113.469996,NA,NA,NA,-3.01471259169748,2.15572610870831,1.39846735608907,0.0756504524886877,0.184772148344673
Nudt11_B,20,6.051282,Pwp2_B,10,78.17803,NA,NA,NA,-0.842164193697147,0.603343292433852,1.39582921407795,0.0760746606334841,0.185617485621638
St8sia2_B,7,73.9764,Fam46d_B,20,107.83275,NA,NA,NA,-0.881581970075321,0.631645442301187,1.39569117583367,0.0760746606334841,0.185617485621638
Miat_B,5,112.221312,BC003331_B,1,150.377192,NA,NA,NA,-1.45984948604161,1.04704596178597,1.39425539978351,0.0762160633484162,0.185830535688221
Serpini1_B,3,75.600521,Nup205_B,6,35.21251,NA,NA,NA,-4.21861210113396,3.0287908074826,1.39283706577289,0.0762160633484162,0.185830535688221
St8sia2_B,7,73.9764,Smpdl3a_B,10,57.803082,NA,NA,NA,-2.99460077603239,2.15099313003593,1.39219448645211,0.0763574660633484,0.185830535688221
Fkbp2_B,19,6.979101,Gm12481_B,4,43.664178,NA,NA,NA,-1.09509480950881,0.786600256405071,1.39218720130302,0.0763574660633484,0.185830535688221
Kcnk3_B,5,30.60672,Ruvbl1_B,6,88.48149,NA,NA,NA,-1.02716959763383,0.737841361873442,1.39212797047018,0.0763574660633484,0.185830535688221
Nucb2_B,7,116.522462,Polr1b_B,2,129.113794,NA,NA,NA,-2.80295174368205,2.01365456288774,1.3919724839311,0.0763574660633484,0.185830535688221
St8sia2_B,7,73.9764,BC003331_B,1,150.377192,NA,NA,NA,-3.58538274323767,2.57741778544395,1.3910755033531,0.0763574660633484,0.185830535688221
Gart_B,16,91.634069,Slc17a9_B,2,180.733772,NA,NA,NA,-3.96223347800415,2.84875693814986,1.39086400280167,0.0763574660633484,0.185830535688221
Mafb_B,2,160.365371,Gm12481_B,4,43.664178,NA,NA,NA,-2.23198201111558,1.60485353885527,1.39076990957545,0.0763574660633484,0.185830535688221
Dapl1_B,2,59.494836,Rhd_B,4,134.880354,NA,NA,NA,-1.08001222021261,0.776959235077664,1.39005004568181,0.0763574660633484,0.185830535688221
Ormdl3_B,11,98.584312,Slc17a9_B,2,180.733772,NA,NA,NA,-1.76631159113446,1.27120919292166,1.38947358229442,0.0764988687782805,0.186005758160709
Klhl24_B,16,20.112649,Gm16487_B,11,113.469996,NA,NA,NA,-2.84505767524867,2.04831546292671,1.38897436783665,0.0764988687782805,0.186005758160709
Nudt11_B,20,6.051282,Rab3d_B,9,21.912842,NA,NA,NA,-2.07732923891181,1.49566942981858,1.38889596691415,0.0764988687782805,0.186005758160709
sexM,0,2,Ugt8a_B,3,125.901954,NA,NA,NA,0.613911156367339,0.442136004294037,1.38851201984235,0,0
Miat_B,5,112.221312,Nucb2_B,7,116.522462,NA,NA,NA,-1.59682649465179,1.15019002966848,1.38831536829792,0.0766402714932126,0.186005758160709
Ssr4_B,20,73.788929,Dapl1_B,2,59.494836,NA,NA,NA,-1.08657559936262,0.782851504911104,1.38797152786467,0.0766402714932126,0.186005758160709
Dgcr8_B,16,18.271598,sexM,0,46,NA,NA,NA,-1.09068430960757,0.78583092125156,1.38793763405299,0.0766402714932126,0.186005758160709
Kcnk3_B,5,30.60672,Gpr108_B,17,57.241278,NA,NA,NA,-2.7330083919495,1.96938505451666,1.38774709683183,0.0766402714932126,0.186005758160709
Emc8_B,8,120.661244,Tspan13_B,12,36.028528,NA,NA,NA,-3.11244893092878,2.24496686612026,1.3864119679894,0.0767816742081447,0.186005758160709
Gcg_B,2,62.47909,Derl3_B,10,75.89467,NA,NA,NA,-3.13340525115346,2.26049375040766,1.38615966117508,0.0767816742081447,0.186005758160709
Wdr4_B,17,31.507148,Emc8_B,8,120.661244,NA,NA,NA,-1.04170743904852,0.751694013727962,1.38581313676061,0.0767816742081447,0.186005758160709
Spcs1_B,14,31.000749,Fkbp2_B,19,6.979101,NA,NA,NA,-0.795252029119471,0.574005007397106,1.38544441053857,0.0767816742081447,0.186005758160709
Nup205_B,6,35.21251,Klhl24_B,16,20.112649,NA,NA,NA,-2.31866638294301,1.67382800882662,1.38524769015452,0.0767816742081447,0.186005758160709
Champ1_B,8,13.87564,Arx_B,20,93.292432,NA,NA,NA,-1.59228014495541,1.14986275071235,1.38475669723972,0.0767816742081447,0.186005758160709
Acer2_B,4,86.904609,Os9_B,10,127.10771,NA,NA,NA,-1.7957212995192,1.29712150941859,1.38438942418286,0.0767816742081447,0.186005758160709
Nup205_B,6,35.21251,BC003331_B,1,150.377192,NA,NA,NA,-4.77703267135437,3.45074891883484,1.38434664002368,0.0767816742081447,0.186005758160709
Kcnk3_B,5,30.60672,Nudt11_B,20,6.051282,NA,NA,NA,-0.956389970501292,0.691010656503242,1.38404518295125,0.0767816742081447,0.186005758160709
Serpini1_B,3,75.600521,Gpr108_B,17,57.241278,NA,NA,NA,-1.68633324437207,1.2189588766644,1.38342094770794,0.0769230769230769,0.186253379834633
Mctp2_B,7,72.192214,Klf15_B,6,90.468907,NA,NA,NA,-1.4805207097628,1.07038451829722,1.38316715577878,0.0769230769230769,0.186253379834633
Ssr4_B,20,73.788929,Rab3d_B,9,21.912842,NA,NA,NA,-1.8625900784927,1.34720527377104,1.38255848218217,0.077064479638009,0.186311023255064
Scin_B,12,40.096998,Derl3_B,10,75.89467,NA,NA,NA,-2.27282920544588,1.64401123603797,1.38249006796532,0.077064479638009,0.186311023255064
Mctp2_B,7,72.192214,Gmds_B,13,32.079146,NA,NA,NA,-2.1398765845586,1.54810621889493,1.38225436888051,0.077064479638009,0.186311023255064
Galnt13_B,2,54.777313,BC003331_B,1,150.377192,NA,NA,NA,-3.0597588186785,2.21391031457959,1.38206087144932,0.077064479638009,0.186311023255064
Rrm2_B,12,24.711194,Ruvbl1_B,6,88.48149,NA,NA,NA,-3.16146467268597,2.28755556123102,1.38202749094525,0.077064479638009,0.186311023255064
Slc46a3_B,5,147.886626,Mafb_B,2,160.365371,NA,NA,NA,-3.51380212449005,2.54298354613492,1.38176360984745,0.0772058823529411,0.186557986183797
Champ1_B,8,13.87564,Mlst8_B,17,24.476314,NA,NA,NA,-1.34438379405103,0.973411604011497,1.381105165082,0.0772058823529411,0.186557986183797
Os9_B,10,127.10771,Nudt11_B,20,6.051282,NA,NA,NA,-1.65078948375256,1.1954400659977,1.38090526719533,0.0773472850678733,0.1866624249442
Ormdl3_B,11,98.584312,Galnt13_B,2,54.777313,NA,NA,NA,-2.4664197074302,1.78629023683357,1.38074969933343,0.0773472850678733,0.1866624249442
Dapl1_B,2,59.494836,Gm12481_B,4,43.664178,NA,NA,NA,-0.854038962151046,0.618720158671047,1.38033156053205,0.0773472850678733,0.1866624249442
Peg10_B,6,4.753912,Gcg_B,2,62.47909,NA,NA,NA,-1.54305035827493,1.11851859886537,1.37954823445958,0.0773472850678733,0.1866624249442
Ugt8a_B,3,125.901954,Wdr4_B,17,31.507148,NA,NA,NA,-0.855186797426077,0.620134709710889,1.3790339163966,0.0773472850678733,0.1866624249442
Exosc8_B,3,54.732036,Spcs1_B,14,31.000749,NA,NA,NA,-4.79434371013187,3.47947907544102,1.37789123204432,0.0774886877828054,0.186956209660748
Rad9a_B,19,4.1984,Polr1b_B,2,129.113794,NA,NA,NA,-0.985321346405812,0.715391167421906,1.37731829980047,0.0776300904977375,0.187202344056695
Ubald2_B,11,116.436586,Exosc8_B,3,54.732036,NA,NA,NA,-2.93873255079582,2.13371604416224,1.37728380439191,0.0776300904977375,0.187202344056695
Pwp2_B,10,78.17803,Lztr1_B,16,17.51751,NA,NA,NA,-3.44002094116132,2.49792388067665,1.37715202924017,0.0777714932126696,0.187258311671641
Sgce_B,6,4.710777,sexM,0,47,NA,NA,NA,-0.932214518241731,0.677045385712792,1.37688630321333,0.0777714932126696,0.187258311671641
Rgs5_B,1,169.675657,Ankrd37_B,8,45.998384,NA,NA,NA,-0.866768400723764,0.629516032619273,1.3768805809716,0.0777714932126696,0.187258311671641
Gmds_B,13,32.079146,Emc8_B,8,120.661244,NA,NA,NA,-3.74770697098353,2.72268677475502,1.37647378528172,0.0777714932126696,0.187258311671641
Champ1_B,8,13.87564,Klf11_B,12,24.657072,NA,NA,NA,1.35146049718009,0.982427732489273,1.37563349698584,0,0
Ubald2_B,11,116.436586,Mamld1_B,20,71.103156,NA,NA,NA,-4.66099168323557,3.38969203018181,1.37504871880221,0.0779128959276018,0.187503794604502
Slc46a3_B,5,147.886626,Ruvbl1_B,6,88.48149,NA,NA,NA,-4.25136474029579,3.09199160311205,1.37495998890063,0.0779128959276018,0.187503794604502
Peg10_B,6,4.753912,Lmf1_B,17,25.621,NA,NA,NA,-2.47662860895998,1.80266884939014,1.37386775713013,0.0780542986425339,0.187749029072856
Clptm1l_B,13,73.61232,Ssr4_B,20,73.788929,NA,NA,NA,-0.627208170326391,0.457349209604599,1.37139882862954,0.0784785067873304,0.188483245457393
Emc8_B,8,120.661244,Klf15_B,6,90.468907,NA,NA,NA,-1.69543712751824,1.23670625970654,1.37092952688745,0.0784785067873304,0.188483245457393
Ormdl3_B,11,98.584312,9630013D21Rik_B,4,109.654691,NA,NA,NA,-0.68970301992247,0.503288454555354,1.3703930890523,0.0784785067873304,0.188483245457393
Miat_B,5,112.221312,Fkbp11_B,15,98.726286,NA,NA,NA,-1.06486471218623,0.777169424855442,1.37018348654709,0.0784785067873304,0.188483245457393
Derl3_B,10,75.89467,Galnt13_B,2,54.777313,NA,NA,NA,-4.26861489545772,3.1159633337094,1.36991820451756,0.0784785067873304,0.188483245457393
Fkbp2_B,19,6.979101,P4hb_B,11,120.566776,NA,NA,NA,-1.08004569388067,0.78855065878396,1.36965923729774,0.0784785067873304,0.188483245457393
Serpini1_B,3,75.600521,Smpdl3a_B,10,57.803082,NA,NA,NA,-1.40109152616201,1.02319407345434,1.36933115868417,0.0786199095022625,0.188537048367434
Ormdl3_B,11,98.584312,St8sia2_B,7,73.9764,NA,NA,NA,-3.2851851333641,2.39958818055157,1.36906205822741,0.0786199095022625,0.188537048367434
Ormdl3_B,11,98.584312,Fam46d_B,20,107.83275,NA,NA,NA,-2.76833340269013,2.02310875949781,1.36835619424499,0.0786199095022625,0.188537048367434
Os9_B,10,127.10771,Slc17a9_B,2,180.733772,NA,NA,NA,-1.49139984317229,1.09013143376789,1.36809177038173,0.0786199095022625,0.188537048367434
Ubald2_B,11,116.436586,Klf11_B,12,24.657072,NA,NA,NA,-0.704748492633742,0.515261781111429,1.36774843093075,0.0786199095022625,0.188537048367434
Nucb2_B,7,116.522462,Fgf14_B,14,124.327517,NA,NA,NA,-4.26718250398343,3.12045718996737,1.36748631505118,0.0786199095022625,0.188537048367434
Exosc8_B,3,54.732036,sexM,0,48,NA,NA,NA,-0.558971607559027,0.408954573559872,1.36683055698164,0.0790441176470589,0.189320311006309
Gm12750_B,4,109.404974,Miat_B,5,112.221312,NA,NA,NA,-0.562726807253421,0.411828647959726,1.36641005923525,0.0790441176470589,0.189320311006309
Spcs1_B,14,31.000749,Bsdc1_B,4,129.47504,NA,NA,NA,-0.757317840578565,0.554371325613671,1.36608407684189,0.079185520361991,0.189320311006309
Fuom_B,7,140.099606,Lztr1_B,16,17.51751,NA,NA,NA,-0.936660453467636,0.685973897159082,1.36544620334208,0.079185520361991,0.189320311006309
Champ1_B,8,13.87564,Fam46d_B,20,107.83275,NA,NA,NA,-1.50773988615496,1.10422095387176,1.36543314168087,0.079185520361991,0.189320311006309
Rgs5_B,1,169.675657,Ubald2_B,11,116.436586,NA,NA,NA,-1.39153258785296,1.01943935431577,1.36499790984323,0.079185520361991,0.189320311006309
BC003331_B,1,150.377192,Spcs1_B,14,31.000749,NA,NA,NA,-0.588154675785153,0.430942711848974,1.36480942736369,0.079185520361991,0.189320311006309
St8sia2_B,7,73.9764,Klhl24_B,16,20.112649,NA,NA,NA,-3.22217377697391,2.36092531289685,1.36479276128405,0.079185520361991,0.189320311006309
Rrm2_B,12,24.711194,Tcp11l2_B,10,84.595492,NA,NA,NA,-0.431259986142032,0.316036145077758,1.36459070539518,0.079185520361991,0.189320311006309
Klf11_B,12,24.657072,Os9_B,10,127.10771,NA,NA,NA,-1.67575862709199,1.22886151154455,1.36366759911435,0.079185520361991,0.189320311006309
Nucb2_B,7,116.522462,Klf11_B,12,24.657072,NA,NA,NA,-1.041719811962,0.764582506709488,1.3624688020201,0.079185520361991,0.189320311006309
Mamld1_B,20,71.103156,Pwp2_B,10,78.17803,NA,NA,NA,-0.700464548031324,0.51468616578945,1.36095468382547,0.0793269230769231,0.189610694183865
Dgcr8_B,16,18.271598,Klf11_B,12,24.657072,NA,NA,NA,-2.37136719798209,1.74278602672244,1.36067604491975,0.0794683257918553,0.189900931366862
Ubald2_B,11,116.436586,Rad9a_B,19,4.1984,NA,NA,NA,-5.93780358326618,4.36616130689269,1.35995973714769,0.0796097285067874,0.190003572279114
Rrm2_B,12,24.711194,9630013D21Rik_B,4,109.654691,NA,NA,NA,-0.415541659720741,0.305880911714198,1.35850798074319,0.0796097285067874,0.190003572279114
Ins2_B,7,142.689083,Ankrd37_B,8,45.998384,NA,NA,NA,-1.53808546352885,1.13224375308947,1.35844022926335,0.0796097285067874,0.190003572279114
Ins1_B,19,52.26489,Wdr45_B,20,7.725087,NA,NA,NA,-1.54271831341255,1.1361949201413,1.35779370780913,0.0797511312217195,0.190003572279114
Tcp11l2_B,10,84.595492,Hbp1_B,12,31.938394,NA,NA,NA,-1.52848093617577,1.12577276867326,1.35771709772045,0.0797511312217195,0.190003572279114
Fkbp2_B,19,6.979101,Slc46a3_B,5,147.886626,NA,NA,NA,-0.990427945450318,0.729517954730997,1.35764711344977,0.0797511312217195,0.190003572279114
Polr1b_B,2,129.113794,Gm12750_B,4,109.404974,NA,NA,NA,-1.16556588648308,0.858580287180015,1.35755025346709,0.0797511312217195,0.190003572279114
Klhl24_B,16,20.112649,Ppapdc1b_B,8,25.722474,NA,NA,NA,-1.84552984276442,1.3595648209605,1.35744159771698,0.0797511312217195,0.190003572279114
Adam1a_B,5,121.520136,Ypel4_B,2,84.736356,NA,NA,NA,-3.12839600951918,2.30652578891463,1.35632388094446,0.0797511312217195,0.190003572279114
St8sia2_B,7,73.9764,Fkbp11_B,15,98.726286,NA,NA,NA,-2.22102837510159,1.63758121203269,1.35628594098529,0.0797511312217195,0.190003572279114
Serpini1_B,3,75.600521,Galnt13_B,2,54.777313,NA,NA,NA,-3.29084132860275,2.42658248158968,1.35616297965148,0.0797511312217195,0.190003572279114
Bckdk_B,7,127.906873,Slc17a9_B,2,180.733772,NA,NA,NA,-1.5234065779103,1.12361547093906,1.35580776280796,0.0797511312217195,0.190003572279114
Galnt13_B,2,54.777313,Copz2_B,11,96.855536,NA,NA,NA,-2.83425415840542,2.09190672188618,1.35486641385707,0.0800339366515838,0.19062956697819
Derl3_B,10,75.89467,Bckdk_B,7,127.906873,NA,NA,NA,-2.3520854294936,1.73651108970155,1.35448914979164,0.0801753393665159,0.190870717760606
Pygb_B,2,150.809246,Gpr108_B,17,57.241278,NA,NA,NA,-3.13630396726899,2.31564660494473,1.35439663399927,0.0801753393665159,0.190870717760606
Usp11_B,20,20.712222,Wdr4_B,17,31.507148,NA,NA,NA,-1.45653902699495,1.07566007850891,1.35408857881387,0.080316742081448,0.191159476771719
Rad9a_B,19,4.1984,Necap1_B,6,122.881746,NA,NA,NA,1.56538779108292,1.15620935915232,1.35389648828876,0,0
Ins2_B,7,142.689083,Pygb_B,2,150.809246,NA,NA,NA,-5.61519122624962,4.15014874771761,1.35300963112171,0.0805995475113123,0.191353471189444
Derl3_B,10,75.89467,Kcnk3_B,5,30.60672,NA,NA,NA,-4.93093627754522,3.64458687041777,1.35294793425517,0.0805995475113123,0.191353471189444
Rrm2_B,12,24.711194,Med19_B,2,84.683308,NA,NA,NA,-3.60831695572665,2.66755869168623,1.35266637880261,0.0805995475113123,0.191353471189444
Fuom_B,7,140.099606,Rab3d_B,9,21.912842,NA,NA,NA,-1.28115286055019,0.947454258868818,1.35220550074869,0.0805995475113123,0.191353471189444
Gart_B,16,91.634069,Ssr4_B,20,73.788929,NA,NA,NA,-3.54674291992433,2.62350750641157,1.35190881339446,0.0805995475113123,0.191353471189444
Tcp11l2_B,10,84.595492,Lmf1_B,17,25.621,NA,NA,NA,-1.57229909649756,1.16302233573137,1.35190791113123,0.0805995475113123,0.191353471189444
Hbp1_B,12,31.938394,Os9_B,10,127.10771,NA,NA,NA,-1.35226043322077,1.0008078583882,1.3511688801071,0.0805995475113123,0.191353471189444
Ssr4_B,20,73.788929,Mrpl19_B,6,81.961904,NA,NA,NA,-5.85140315780778,4.3308475501153,1.351098853076,0.0805995475113123,0.191353471189444
Dlk1_B,12,109.45808,Sec11c_B,18,65.809107,NA,NA,NA,1.90649535357319,1.41186374318969,1.35033948054082,0,0
BC003331_B,1,150.377192,Mlst8_B,17,24.476314,NA,NA,NA,3.04227554958438,2.2531770465486,1.35021593365001,0,0
Spcs1_B,14,31.000749,Nucb2_B,7,116.522462,NA,NA,NA,-0.641546203416408,0.475154888869004,1.35018331589402,0.0807409502262444,0.191354642944572
Ssr4_B,20,73.788929,P4hb_B,11,120.566776,NA,NA,NA,-1.27215951404947,0.942585403427805,1.34964907097345,0.0807409502262444,0.191354642944572
Klf15_B,6,90.468907,Fkbp11_B,15,98.726286,NA,NA,NA,-0.704567124924881,0.522604872489118,1.34818322984456,0.0807409502262444,0.191354642944572
Champ1_B,8,13.87564,Ypel4_B,2,84.736356,NA,NA,NA,2.20398692127346,1.63488526096404,1.34809883843092,0,0
Wdr4_B,17,31.507148,Serpini1_B,3,75.600521,NA,NA,NA,-1.44973351276784,1.07626820605133,1.34700022226495,0.0807409502262444,0.191354642944572
Nop56_B,2,130.276872,Mctp2_B,7,72.192214,NA,NA,NA,-1.32714618459262,0.985438487869773,1.34675700302869,0.0807409502262444,0.191354642944572
Gcg_B,2,62.47909,9630013D21Rik_B,4,109.654691,NA,NA,NA,-2.52113131134268,1.87374458400615,1.34550425541585,0.0808823529411765,0.191594230515531
Serpini1_B,3,75.600521,Med19_B,2,84.683308,NA,NA,NA,-4.41352230001753,3.28042499251815,1.34541174088226,0.0808823529411765,0.191594230515531
Fuom_B,7,140.099606,Gm12481_B,4,43.664178,NA,NA,NA,-0.727530254542788,0.54101808748933,1.34474294180994,0.0813065610859729,0.192311562498945
Ugt8a_B,3,125.901954,Copz2_B,11,96.855536,NA,NA,NA,-1.42700659495368,1.06142039863613,1.34443110080352,0.0813065610859729,0.192311562498945
Bckdk_B,7,127.906873,Ruvbl1_B,6,88.48149,NA,NA,NA,-3.66961378498622,2.73124287086349,1.34356919486478,0.0813065610859729,0.192311562498945
Lmf1_B,17,25.621,Gmds_B,13,32.079146,NA,NA,NA,-0.978896973166272,0.728586422316209,1.34355643089575,0.0813065610859729,0.192311562498945
Serpini1_B,3,75.600521,P4hb_B,11,120.566776,NA,NA,NA,-0.914459540664496,0.681215596990503,1.342393721906,0.081447963800905,0.192454472754512
Emc8_B,8,120.661244,Lztr1_B,16,17.51751,NA,NA,NA,-1.71292685941828,1.27687501862031,1.34149923401989,0.0817307692307693,0.19307297504572
Bckdk_B,7,127.906873,Nup205_B,6,35.21251,NA,NA,NA,-3.34873143455943,2.49873256096501,1.34017200835057,0.0818721719457014,0.193214632149686
Os9_B,10,127.10771,Dapl1_B,2,59.494836,NA,NA,NA,-0.794330019399884,0.592771874636701,1.34002649819834,0.0818721719457014,0.193214632149686
Pygb_B,2,150.809246,Ppapdc1b_B,8,25.722474,NA,NA,NA,-2.51825397078604,1.87951543495656,1.33984213374882,0.0818721719457014,0.193214632149686
Klhl24_B,16,20.112649,Copz2_B,11,96.855536,NA,NA,NA,-1.09415832740966,0.816944899400843,1.33932940668597,0.0820135746606335,0.193214632149686
Ugt8a_B,3,125.901954,Tcp11l2_B,10,84.595492,NA,NA,NA,-3.14921887189271,2.35164690115863,1.33915464534286,0.0820135746606335,0.193214632149686
Gcg_B,2,62.47909,Crebrf_B,17,26.746142,NA,NA,NA,-4.31157103013492,3.21973402277346,1.33910782680768,0.0820135746606335,0.193214632149686
Polr1b_B,2,129.113794,Dapl1_B,2,59.494836,NA,NA,NA,-1.77387331042802,1.32488826791224,1.33888521273065,0.0820135746606335,0.193214632149686
Ruvbl1_B,6,88.48149,Clptm1l_B,13,73.61232,NA,NA,NA,-2.8642555659273,2.13935206072385,1.33884254887818,0.0820135746606335,0.193214632149686
Polr1b_B,2,129.113794,Pygb_B,2,150.809246,NA,NA,NA,-0.917655020968318,0.685615326254917,1.33844006373207,0.0820135746606335,0.193214632149686
Nucb2_B,7,116.522462,Mafb_B,2,160.365371,NA,NA,NA,-3.28297182146092,2.45352615017091,1.3380626985501,0.0820135746606335,0.193214632149686
Coq9_B,8,94.846608,Spcs1_B,14,31.000749,NA,NA,NA,-0.71378813080119,0.533703325125811,1.3374249272907,0.0822963800904978,0.193593018841938
Peg10_B,6,4.753912,Fkbp11_B,15,98.726286,NA,NA,NA,-2.53145616063768,1.89329367690308,1.3370647097805,0.0822963800904978,0.193593018841938
Copz2_B,11,96.855536,E2f1_B,2,154.56465,NA,NA,NA,-1.00931474030074,0.754963848685242,1.33690473001912,0.0822963800904978,0.193593018841938
Bsdc1_B,4,129.47504,sexM,0,49,NA,NA,NA,-0.494428281498837,0.370031278114535,1.33617969815459,0.0824377828054299,0.193829721332777
Klhl13_B,20,23.292176,Mlst8_B,17,24.476314,NA,NA,NA,-1.01132936489423,0.757276963328776,1.33548148678485,0.082579185520362,0.193874472105844
